BCCmagmom_arithmetic_average,NdUnfilled_arithmetic_average,num_electron,NdUnfilled_composition_average,heusler type_0,AtomicRadii_min_value,BCCmagmom_composition_average,GSmagmom_composition_average,Group_composition_average,Column_composition_average,heusler type_2,NUnfilled_composition_average,MendeleevNumber_composition_average,phi_composition_average,GSenergy_pa_max_value,GSenergy_pa_min_value,ElectronAffinity_composition_average,n_ws^third_composition_average,Electronegativity_composition_average,valence_composition_average,ICSDVolume_min_value,GSenergy_pa_composition_average,BCCenergy_pa_composition_average,Polarizability_composition_average,phi_difference
0.9764119000000001,3.0,27,3.25,1.0,1.24,1.259974625,1.055408930172414,9.25,9.25,0.0,4.25,60.25,4.715,-8.28548436,-8.28548436,42.0,1.63,1.805,5.75,11.7,-7.551893378835,-7.4299360925,8.010000000000002,0.4799999999999995
0.9764119000000001,3.0,27,3.25,1.0,1.24,1.259974625,1.055408930172414,9.25,9.25,0.0,4.25,60.5,4.615,-8.28548436,-8.28548436,42.25,1.5975,1.7925,5.75,11.7,-7.388145265085001,-7.334076230000001,8.315000000000001,0.7799999999999994
0.9764119000000001,3.0,28,3.25,1.0,1.24,1.259974625,1.055408930172414,9.5,9.5,0.0,4.0,61.25,4.965,-8.28548436,-8.28548436,29.925,1.7000000000000002,1.85,6.0,11.7,-7.748010753210001,-7.53110392,7.4575,1.0999999999999996
0.9764119000000001,3.0,28,3.25,1.0,1.24,1.259974625,1.055408930172414,9.5,9.5,0.0,4.0,61.5,4.7775,-8.28548436,-8.28548436,31.25,1.6475,1.8475,6.0,11.7,-7.560605771335,-7.414085867500001,7.6275,0.4799999999999995
0.9764119000000001,3.0,28,3.25,1.0,1.24,1.259974625,1.055408930172414,9.5,9.5,0.0,4.0,61.75,4.6775,-8.28548436,-8.28548436,37.25,1.6025,1.815,6.0,11.7,-7.427224077585,-7.3328236525,8.200000000000001,0.5299999999999994
1.0553313999999998,2.0,27,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.25,9.25,0.0,4.25,59.5,4.7475,-8.28548436,-8.28548436,29.25,1.675,1.775,5.25,11.7,-7.15046905,-7.1266600525,8.0,0.7299999999999995
1.0553313999999998,2.0,27,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.25,9.25,0.0,4.25,59.75,4.7225,-8.28548436,-8.28548436,25.25,1.6550000000000002,1.825,5.25,11.7,-6.967177095625001,-6.95871096,8.33,0.8300000000000001
1.0553313999999998,2.0,27,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.25,9.25,0.0,4.25,60.0,4.6724999999999985,-8.28548436,-8.28548436,25.25,1.62,1.8175,5.25,11.7,-6.8808137600000014,-6.8775895500000015,8.7125,1.0299999999999998
1.0553313999999998,2.0,28,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.5,9.5,0.0,4.0,60.75,4.8725,-8.28548436,-8.28548436,51.4,1.7025,1.8475,5.5,11.7,-7.570342771250001,-7.4396158675000015,7.682500000000001,0.22999999999999954
1.0553313999999998,2.0,28,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.5,9.5,0.0,4.0,61.0,4.835,-8.28548436,-8.28548436,48.0,1.6700000000000002,1.875,5.5,11.7,-7.36812315625,-7.2837044925,7.760000000000002,0.3799999999999999
1.0553313999999998,2.0,28,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.5,9.5,0.0,4.0,61.25,4.7349999999999985,-8.28548436,-8.28548436,48.25,1.6375000000000002,1.8625,5.5,11.7,-7.2043750425000015,-7.187844630000002,8.065000000000001,0.7799999999999994
1.0553313999999998,2.0,29,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.75,9.75,0.0,3.75,62.0,5.085,-8.28548436,-8.28548436,35.925,1.7400000000000002,1.92,5.75,11.7,-7.564240530625002,-7.38487232,7.2075,0.6200000000000001
1.0553313999999998,2.0,29,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.75,9.75,0.0,3.75,62.25,4.8975,-8.28548436,-8.28548436,37.25,1.6875,1.9175,5.75,11.7,-7.37683554875,-7.2678542675000015,7.3775,0.1299999999999999
1.0553313999999998,2.0,29,3.0,1.0,1.2409999999999999,1.5829971,1.5829971,9.75,9.75,0.0,3.75,62.5,4.7974999999999985,-8.28548436,-8.28548436,43.25,1.6425,1.885,5.75,11.7,-7.243453855,-7.1865920525,7.950000000000001,0.5299999999999994
1.2649,2.333333333333333,28,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,9.5,9.5,0.0,4.0,60.25,4.79,-8.28548436,-8.28548436,40.75,1.67,1.7875,4.5,11.1,-6.84919524625,-6.800310605,7.775,0.8999999999999995
1.2649,2.333333333333333,28,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,9.5,9.5,0.0,4.0,60.5,4.765,-8.28548436,-8.28548436,36.75,1.65,1.8375,4.5,11.1,-6.665903291875002,-6.6323615125,8.105,1.0
1.2649,2.333333333333333,28,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,9.5,9.5,0.0,4.0,60.75,4.715,-8.28548436,-8.28548436,36.75,1.615,1.83,4.5,11.1,-6.5795399562500005,-6.5512401025,8.4875,1.1999999999999995
1.2649,2.333333333333333,29,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,9.75,9.75,0.0,3.75,61.5,4.915,-8.28548436,-8.28548436,62.9,1.6975,1.86,4.75,11.1,-7.269068967500001,-7.11326642,7.4575,0.39999999999999947
1.2649,2.333333333333333,29,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,9.75,9.75,0.0,3.75,61.75,4.8775,-8.28548436,-8.28548436,59.5,1.665,1.8875,4.75,11.1,-7.0668493525,-6.957355045,7.535,0.5499999999999998
1.2649,2.333333333333333,29,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,9.75,9.75,0.0,3.75,62.0,4.7775,-8.28548436,-8.28548436,59.75,1.6325,1.875,4.75,11.1,-6.9031012387500015,-6.8614951825000015,7.84,0.9499999999999992
1.2649,2.333333333333333,30,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,10.0,10.0,0.0,3.5,62.75,5.1275,-8.28548436,-8.28548436,47.425,1.735,1.9325,5.0,11.1,-7.2629667268750016,-7.0585228725,6.9825,0.6200000000000001
1.2649,2.333333333333333,30,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,10.0,10.0,0.0,3.5,63.0,4.94,-8.28548436,-8.28548436,48.75,1.6825,1.93,5.0,11.1,-7.075561745,-6.9415048200000005,7.1525,0.2999999999999998
1.2649,2.333333333333333,30,2.75,1.0,1.2409999999999999,1.4763407,1.4424492,10.0,10.0,0.0,3.5,63.25,4.84,-8.28548436,-8.28548436,54.75,1.6375,1.8975,5.0,11.1,-6.94218005125,-6.860242605,7.725,0.6999999999999993
0.7250766666666667,2.0,29,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,9.75,9.75,0.0,3.75,61.0,4.815,-8.28548436,-8.28548436,51.0,1.67,1.7950000000000002,4.5,10.8,-6.465679102499998,-6.4150737225,7.6,1.0
0.7250766666666667,2.0,29,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,9.75,9.75,0.0,3.75,61.25,4.789999999999999,-8.28548436,-8.28548436,47.0,1.65,1.845,4.5,10.8,-6.282387148125,-6.24712463,7.93,1.1000000000000003
0.7250766666666667,2.0,29,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,9.75,9.75,0.0,3.75,61.5,4.739999999999998,-8.28548436,-8.28548436,47.0,1.615,1.8375,4.5,10.8,-6.1960238125,-6.16600322,8.3125,1.3000000000000005
0.7250766666666667,2.0,30,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,10.0,10.0,0.0,3.5,62.25,4.94,-8.28548436,-8.28548436,73.15,1.6975,1.8675,4.75,10.8,-6.88555282375,-6.7280295375,7.2825000000000015,0.5
0.7250766666666667,2.0,30,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,10.0,10.0,0.0,3.5,62.5,4.9025,-8.28548436,-8.28548436,69.75,1.665,1.895,4.75,10.8,-6.68333320875,-6.5721181625,7.36,0.6500000000000004
0.7250766666666667,2.0,30,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,10.0,10.0,0.0,3.5,62.75,4.8025,-8.28548436,-8.28548436,70.0,1.6325,1.8825,4.75,10.8,-6.519585095,-6.4762583000000005,7.665,1.0499999999999998
0.7250766666666667,2.0,31,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,10.25,10.25,0.0,3.25,63.5,5.1525,-8.28548436,-8.28548436,57.675,1.735,1.94,5.0,10.8,-6.879450583125,-6.67328599,6.8075,0.6200000000000001
0.7250766666666667,2.0,31,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,10.25,10.25,0.0,3.25,63.75,4.965,-8.28548436,-8.28548436,59.0,1.6825,1.9375,5.0,10.8,-6.6920456012499985,-6.5562679375,6.9775,0.4000000000000004
0.7250766666666667,2.0,31,2.5,1.0,1.2409999999999999,1.0714732,1.204180075,10.25,10.25,0.0,3.25,64.0,4.865,-8.28548436,-8.28548436,65.0,1.6375,1.905,5.0,10.8,-6.5586639075,-6.4750057225,7.550000000000002,0.7999999999999998
1.91e-05,4.0,22,3.75,1.0,1.325,2.865e-05,1.5875e-06,8.0,8.0,0.0,5.5,49.0,4.5625,-9.19463357,-9.19463357,70.775,1.5799999999999998,1.8425,5.5,14.0,-7.1050508375,-6.7410357625,10.95,2.1500000000000004
1.91e-05,4.0,22,3.75,1.0,1.325,2.865e-05,1.5875e-06,8.0,8.0,0.0,5.5,49.25,4.5375,-9.19463357,-9.19463357,66.775,1.56,1.8925,5.5,14.0,-6.921758883125001,-6.57308667,11.28,2.1500000000000004
1.91e-05,4.0,22,3.75,1.0,1.325,2.865e-05,1.5875e-06,8.0,8.0,0.0,5.5,49.5,4.4875,-9.19463357,-9.19463357,66.775,1.525,1.885,5.5,14.0,-6.835395547500001,-6.4919652600000015,11.6625,2.1500000000000004
1.91e-05,4.0,23,3.75,1.0,1.32,2.865e-05,1.5875e-06,8.25,8.25,0.0,5.25,50.25,4.6875,-9.19463357,-9.19463357,92.925,1.6075,1.915,5.75,14.0,-7.524924558750001,-7.0539915775000015,10.6325,2.1500000000000004
1.91e-05,4.0,23,3.75,1.0,1.325,2.865e-05,1.5875e-06,8.25,8.25,0.0,5.25,50.5,4.65,-9.19463357,-9.19463357,89.525,1.575,1.9425,5.75,14.0,-7.322704943750002,-6.8980802025,10.71,2.1500000000000004
1.91e-05,4.0,23,3.75,1.0,1.325,2.865e-05,1.5875e-06,8.25,8.25,0.0,5.25,50.75,4.550000000000002,-9.19463357,-9.19463357,89.775,1.5425,1.93,5.75,14.0,-7.158956830000001,-6.802220340000001,11.015,2.1500000000000004
1.91e-05,4.0,24,3.75,1.0,1.28,2.865e-05,1.5875e-06,8.5,8.5,0.0,5.0,51.5,4.9,-9.19463357,-9.19463357,77.45,1.645,1.9875000000000005,6.0,14.0,-7.518822318125001,-6.99924803,10.1575,2.3
1.91e-05,4.0,24,3.75,1.0,1.325,2.865e-05,1.5875e-06,8.5,8.5,0.0,5.0,51.75,4.7125,-9.19463357,-9.19463357,78.775,1.5924999999999998,1.9850000000000003,6.0,14.0,-7.33141733625,-6.8822299775000015,10.3275,2.1500000000000004
1.91e-05,4.0,24,3.75,1.0,1.325,2.865e-05,1.5875e-06,8.5,8.5,0.0,5.0,52.0,4.612500000000002,-9.19463357,-9.19463357,84.775,1.5475,1.9525,6.0,14.0,-7.198035642500002,-6.8009677625,10.9,2.1500000000000004
1.91e-05,3.6666666666666665,23,3.5,1.0,1.325,2.865e-05,5.633333333325e-06,8.25,8.25,0.0,5.25,57.0,4.7,-9.19463357,-9.19463357,71.25,1.6424999999999998,1.8875,5.75,14.0,-7.477479345000001,-7.11333,10.15,1.6000000000000003
1.91e-05,3.6666666666666665,23,3.5,1.0,1.325,2.865e-05,5.633333333325e-06,8.25,8.25,0.0,5.25,57.25,4.675000000000002,-9.19463357,-9.19463357,67.25,1.6225,1.9375,5.75,14.0,-7.294187390625,-6.9453809075,10.48,1.6000000000000003
1.91e-05,3.6666666666666665,23,3.5,1.0,1.325,2.865e-05,5.633333333325e-06,8.25,8.25,0.0,5.25,57.5,4.625,-9.19463357,-9.19463357,67.25,1.5875,1.93,5.75,14.0,-7.2078240550000015,-6.8642594975,10.8625,1.6000000000000003
1.91e-05,3.6666666666666665,24,3.5,1.0,1.32,2.865e-05,5.633333333325e-06,8.5,8.5,0.0,5.0,58.25,4.825,-9.19463357,-9.19463357,93.4,1.67,1.96,6.0,14.0,-7.89735306625,-7.426285815,9.8325,1.6000000000000003
1.91e-05,3.6666666666666665,24,3.5,1.0,1.325,2.865e-05,5.633333333325e-06,8.5,8.5,0.0,5.0,58.5,4.7875000000000005,-9.19463357,-9.19463357,90.0,1.6375,1.9875,6.0,14.0,-7.69513345125,-7.2703744399999986,9.91,1.6000000000000003
1.91e-05,3.6666666666666665,24,3.5,1.0,1.325,2.865e-05,5.633333333325e-06,8.5,8.5,0.0,5.0,58.75,4.6875,-9.19463357,-9.19463357,90.25,1.605,1.975,6.0,14.0,-7.5313853375000015,-7.1745145775,10.215,1.6000000000000003
1.91e-05,3.6666666666666665,25,3.5,1.0,1.28,2.865e-05,5.633333333325e-06,8.75,8.75,0.0,4.75,59.5,5.0375000000000005,-9.19463357,-9.19463357,77.925,1.7075,2.0325,6.25,14.0,-7.891250825625002,-7.3715422675,9.3575,1.75
1.91e-05,3.6666666666666665,25,3.5,1.0,1.325,2.865e-05,5.633333333325e-06,8.75,8.75,0.0,4.75,59.75,4.8500000000000005,-9.19463357,-9.19463357,79.25,1.6549999999999998,2.03,6.25,14.0,-7.703845843750001,-7.254524215,9.5275,1.6000000000000003
1.91e-05,3.6666666666666665,25,3.5,1.0,1.325,2.865e-05,5.633333333325e-06,8.75,8.75,0.0,4.75,60.0,4.75,-9.19463357,-9.19463357,85.25,1.61,1.9975,6.25,14.0,-7.57046415,-7.1732619999999985,10.1,1.6000000000000003
1.91e-05,3.333333333333333,24,3.25,1.0,1.321,2.865e-05,0.0,8.5,8.5,0.0,5.0,57.75,4.8125,-9.19463357,-9.19463357,78.75,1.6725,1.91,6.0,13.8,-7.768487737499999,-7.432828145,9.6,1.2000000000000002
1.91e-05,3.333333333333333,24,3.25,1.0,1.321,2.865e-05,0.0,8.5,8.5,0.0,5.0,58.0,4.7875,-9.19463357,-9.19463357,74.75,1.6525,1.96,6.0,13.8,-7.585195783125,-7.2648790525,9.93,1.3000000000000007
1.91e-05,3.333333333333333,24,3.25,1.0,1.321,2.865e-05,0.0,8.5,8.5,0.0,5.0,58.25,4.7375,-9.19463357,-9.19463357,74.75,1.6175,1.9525,6.0,13.8,-7.4988324475,-7.183757642500002,10.3125,1.5000000000000004
1.91e-05,3.333333333333333,25,3.25,1.0,1.32,2.865e-05,0.0,8.75,8.75,0.0,4.75,59.0,4.9375,-9.19463357,-9.19463357,100.9,1.7,1.9825,6.25,13.8,-8.18836145875,-7.745783960000002,9.2825,1.1500000000000004
1.91e-05,3.333333333333333,25,3.25,1.0,1.321,2.865e-05,0.0,8.75,8.75,0.0,4.75,59.25,4.9,-9.19463357,-9.19463357,97.5,1.6675,2.01,6.25,13.8,-7.98614184375,-7.589872585,9.36,1.1500000000000004
1.91e-05,3.333333333333333,25,3.25,1.0,1.321,2.865e-05,0.0,8.75,8.75,0.0,4.75,59.5,4.800000000000002,-9.19463357,-9.19463357,97.75,1.635,1.9975,6.25,13.8,-7.82239373,-7.494012722500001,9.665,1.25
1.91e-05,3.333333333333333,26,3.25,1.0,1.28,2.865e-05,0.0,9.0,9.0,0.0,4.5,60.25,5.15,-9.19463357,-9.19463357,85.425,1.7374999999999998,2.055,6.5,13.8,-8.182259218125,-7.6910404125,8.807500000000003,1.2999999999999998
1.91e-05,3.333333333333333,26,3.25,1.0,1.321,2.865e-05,0.0,9.0,9.0,0.0,4.5,60.5,4.9625,-9.19463357,-9.19463357,86.75,1.685,2.0525,6.5,13.8,-7.994854236249999,-7.574022360000002,8.977500000000003,1.1500000000000004
1.91e-05,3.333333333333333,26,3.25,1.0,1.321,2.865e-05,0.0,9.0,9.0,0.0,4.5,60.75,4.862500000000002,-9.19463357,-9.19463357,92.75,1.64,2.02,6.5,13.8,-7.8614725425,-7.492760145,9.55,1.1500000000000004
1.91e-05,2.666666666666667,25,2.75,1.0,1.249,2.865e-05,0.0,8.75,8.75,0.0,4.75,58.5,4.9125000000000005,-9.19463357,-9.19463357,82.25,1.695,1.9175,6.25,12.0,-7.910101700000001,-7.5742148675,9.4,1.2000000000000002
1.91e-05,2.666666666666667,25,2.75,1.0,1.249,2.865e-05,0.0,8.75,8.75,0.0,4.75,58.75,4.8875,-9.19463357,-9.19463357,78.25,1.6750000000000005,1.9675,6.25,12.0,-7.726809745625001,-7.406265775,9.73,1.3000000000000007
1.91e-05,2.666666666666667,25,2.75,1.0,1.249,2.865e-05,0.0,8.75,8.75,0.0,4.75,59.0,4.8375,-9.19463357,-9.19463357,78.25,1.64,1.96,6.25,12.0,-7.640446410000001,-7.325144365000001,10.1125,1.5000000000000004
1.91e-05,2.666666666666667,26,2.75,1.0,1.249,2.865e-05,0.0,9.0,9.0,0.0,4.5,59.75,5.0375000000000005,-9.19463357,-9.19463357,104.4,1.7225,1.99,6.5,12.0,-8.329975421250001,-7.887170682500001,9.0825,0.75
1.91e-05,2.666666666666667,26,2.75,1.0,1.249,2.865e-05,0.0,9.0,9.0,0.0,4.5,60.0,5.0,-9.19463357,-9.19463357,101.0,1.6900000000000002,2.0175,6.5,12.0,-8.12775580625,-7.7312593075,9.16,0.8500000000000005
1.91e-05,2.666666666666667,26,2.75,1.0,1.249,2.865e-05,0.0,9.0,9.0,0.0,4.5,60.25,4.9,-9.19463357,-9.19463357,101.25,1.6575000000000002,2.005,6.5,12.0,-7.964007692500001,-7.635399445000001,9.465,1.25
1.91e-05,2.666666666666667,27,2.75,1.0,1.249,2.865e-05,0.0,9.25,9.25,0.0,4.25,61.0,5.25,-9.19463357,-9.19463357,88.925,1.7600000000000002,2.0625,6.75,12.0,-8.323873180625,-7.832427135,8.6075,0.8999999999999995
1.91e-05,2.666666666666667,27,2.75,1.0,1.249,2.865e-05,0.0,9.25,9.25,0.0,4.25,61.25,5.0625,-9.19463357,-9.19463357,90.25,1.7075,2.06,6.75,12.0,-8.13646819875,-7.715409082500001,8.7775,0.75
1.91e-05,2.666666666666667,27,2.75,1.0,1.249,2.865e-05,0.0,9.25,9.25,0.0,4.25,61.5,4.9625,-9.19463357,-9.19463357,96.25,1.6625,2.0275,6.75,12.0,-8.003086505,-7.6341468675,9.35,1.0
0.2728767333333333,2.666666666666667,26,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.0,9.0,0.0,4.5,59.25,4.8625,-9.19463357,-9.19463357,66.25,1.665,1.89,6.5,12.2,-7.788813877584999,-7.4156156625,8.85,1.2000000000000002
0.2728767333333333,2.666666666666667,26,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.0,9.0,0.0,4.5,59.5,4.8375,-9.19463357,-9.19463357,62.25,1.645,1.94,6.5,12.2,-7.605521923210001,-7.247666570000002,9.18,1.3000000000000007
0.2728767333333333,2.666666666666667,26,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.0,9.0,0.0,4.5,59.75,4.7875,-9.19463357,-9.19463357,62.25,1.61,1.9325,6.5,12.2,-7.519158587585,-7.166545160000001,9.5625,1.5000000000000004
0.2728767333333333,2.666666666666667,27,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.25,9.25,0.0,4.25,60.5,4.9875,-9.19463357,-9.19463357,88.4,1.6925,1.9625,6.75,12.2,-8.208687598835,-7.728571477500001,8.5325,0.9500000000000002
0.2728767333333333,2.666666666666667,27,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.25,9.25,0.0,4.25,60.75,4.95,-9.19463357,-9.19463357,85.0,1.66,1.99,6.75,12.2,-8.006467983835,-7.5726601025,8.61,0.9500000000000002
0.2728767333333333,2.666666666666667,27,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.25,9.25,0.0,4.25,61.0,4.85,-9.19463357,-9.19463357,85.25,1.6275000000000002,1.9775,6.75,12.2,-7.842719870084999,-7.476800240000001,8.915000000000003,1.25
0.2728767333333333,2.666666666666667,28,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.5,9.5,0.0,4.0,61.75,5.2,-9.19463357,-9.19463357,72.925,1.73,2.035,7.0,12.2,-8.202585358210001,-7.673827930000002,8.057500000000001,1.0999999999999996
0.2728767333333333,2.666666666666667,28,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.5,9.5,0.0,4.0,62.0,5.0125,-9.19463357,-9.19463357,74.25,1.6775000000000002,2.0325,7.0,12.2,-8.015180376335,-7.556809877500001,8.227500000000001,0.9500000000000002
0.2728767333333333,2.666666666666667,28,2.75,1.0,1.24,0.204671875,7.753017241375e-05,9.5,9.5,0.0,4.0,62.25,4.9125,-9.19463357,-9.19463357,80.25,1.6325,2.0,7.0,12.2,-7.881798682585,-7.4755476625,8.8,1.0
0.7035733666666667,2.333333333333333,27,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.25,9.25,0.0,4.25,60.0,4.9825,-9.19463357,-9.19463357,72.25,1.7049999999999998,1.96,6.25,11.7,-7.6050436549999985,-7.2693840625,8.6,1.2000000000000002
0.7035733666666667,2.333333333333333,27,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.25,9.25,0.0,4.25,60.25,4.9575,-9.19463357,-9.19463357,68.25,1.685,2.01,6.25,11.7,-7.421751700625,-7.1014349700000015,8.93,1.3000000000000007
0.7035733666666667,2.333333333333333,27,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.25,9.25,0.0,4.25,60.5,4.9075,-9.19463357,-9.19463357,68.25,1.65,2.0025,6.25,11.7,-7.335388365,-7.020313560000001,9.3125,1.5000000000000004
0.7035733666666667,2.333333333333333,28,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.5,9.5,0.0,4.0,61.25,5.1075,-9.19463357,-9.19463357,94.4,1.7325,2.0325,6.5,11.7,-8.02491737625,-7.582339877500001,8.2825,0.7000000000000002
0.7035733666666667,2.333333333333333,28,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.5,9.5,0.0,4.0,61.5,5.07,-9.19463357,-9.19463357,91.0,1.7,2.06,6.5,11.7,-7.82269776125,-7.4264285025,8.36,0.8500000000000005
0.7035733666666667,2.333333333333333,28,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.5,9.5,0.0,4.0,61.75,4.9700000000000015,-9.19463357,-9.19463357,91.25,1.6675,2.0475000000000003,6.5,11.7,-7.6589496475,-7.330568640000001,8.665000000000001,1.25
0.7035733666666667,2.333333333333333,29,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.75,9.75,0.0,3.75,62.5,5.32,-9.19463357,-9.19463357,78.925,1.77,2.105,6.75,11.7,-8.018815135625,-7.5275963300000015,7.8075,0.6200000000000001
0.7035733666666667,2.333333333333333,29,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.75,9.75,0.0,3.75,62.75,5.1325,-9.19463357,-9.19463357,80.25,1.7174999999999998,2.1025,6.75,11.7,-7.8314101537499985,-7.410578277500001,7.9775,0.6000000000000005
0.7035733666666667,2.333333333333333,29,2.5,1.0,1.2409999999999999,0.52769435,0.5276656999999999,9.75,9.75,0.0,3.75,63.0,5.0325000000000015,-9.19463357,-9.19463357,86.25,1.6725,2.0700000000000003,6.75,11.7,-7.69802846,-7.3293160625,8.55,1.0
0.5613648333333333,2.0,28,2.25,1.0,1.253,0.42103795,0.3871178,9.5,9.5,0.0,4.0,60.75,5.025,-9.19463357,-9.19463357,83.75,1.7,1.9725,5.5,11.1,-7.3037698512499984,-6.943034615,8.375,1.2000000000000002
0.5613648333333333,2.0,28,2.25,1.0,1.253,0.42103795,0.3871178,9.5,9.5,0.0,4.0,61.0,5.0,-9.19463357,-9.19463357,79.75,1.6800000000000002,2.0225,5.5,11.1,-7.120477896875,-6.7750855225,8.705,1.3000000000000007
0.5613648333333333,2.0,28,2.25,1.0,1.253,0.42103795,0.3871178,9.5,9.5,0.0,4.0,61.25,4.95,-9.19463357,-9.19463357,79.75,1.645,2.015,5.5,11.1,-7.03411456125,-6.693964112500002,9.0875,1.5000000000000004
0.5613648333333333,2.0,29,2.25,1.0,1.253,0.42103795,0.3871178,9.75,9.75,0.0,3.75,62.0,5.15,-9.19463357,-9.19463357,105.9,1.7275,2.045,5.75,11.1,-7.7236435725,-7.2559904300000015,8.0575,0.7000000000000002
0.5613648333333333,2.0,29,2.25,1.0,1.253,0.42103795,0.3871178,9.75,9.75,0.0,3.75,62.25,5.1125,-9.19463357,-9.19463357,102.5,1.695,2.0725,5.75,11.1,-7.5214239575,-7.100079055,8.135,0.8500000000000005
0.5613648333333333,2.0,29,2.25,1.0,1.253,0.42103795,0.3871178,9.75,9.75,0.0,3.75,62.5,5.0125,-9.19463357,-9.19463357,102.75,1.6625,2.06,5.75,11.1,-7.35767584375,-7.004219192500001,8.44,1.25
0.5613648333333333,2.0,30,2.25,1.0,1.253,0.42103795,0.3871178,10.0,10.0,0.0,3.5,63.25,5.3625,-9.19463357,-9.19463357,90.425,1.765,2.1175,6.0,11.1,-7.717541331875,-7.2012468825,7.5825,0.4500000000000002
0.5613648333333333,2.0,30,2.25,1.0,1.253,0.42103795,0.3871178,10.0,10.0,0.0,3.5,63.5,5.175,-9.19463357,-9.19463357,91.75,1.7125,2.115,6.0,11.1,-7.5301363499999985,-7.084228830000002,7.752499999999999,0.6000000000000005
0.5613648333333333,2.0,30,2.25,1.0,1.253,0.42103795,0.3871178,10.0,10.0,0.0,3.5,63.75,5.075,-9.19463357,-9.19463357,97.75,1.6675,2.0825,6.0,11.1,-7.39675465625,-7.002966615,8.325,1.0
0.021541499999999998,1.6666666666666663,29,2.0,1.0,1.246,0.016170450000000003,0.148848675,9.75,9.75,0.0,3.75,61.5,5.05,-9.19463357,-9.19463357,94.0,1.7,1.98,5.5,10.8,-6.9202537075000015,-6.5577977325,8.2,1.2000000000000002
0.021541499999999998,1.6666666666666663,29,2.0,1.0,1.246,0.016170450000000003,0.148848675,9.75,9.75,0.0,3.75,61.75,5.025,-9.19463357,-9.19463357,90.0,1.6800000000000002,2.03,5.5,10.8,-6.736961753125,-6.38984864,8.53,1.3000000000000007
0.021541499999999998,1.6666666666666663,29,2.0,1.0,1.246,0.016170450000000003,0.148848675,9.75,9.75,0.0,3.75,62.0,4.975,-9.19463357,-9.19463357,90.0,1.645,2.0225,5.5,10.8,-6.6505984175,-6.3087272300000015,8.9125,1.5000000000000004
0.021541499999999998,1.6666666666666663,30,2.0,1.0,1.246,0.016170450000000003,0.148848675,10.0,10.0,0.0,3.5,62.75,5.175,-9.19463357,-9.19463357,116.15,1.7275,2.0525,5.75,10.8,-7.34012742875,-6.8707535475000014,7.8825,0.7000000000000002
0.021541499999999998,1.6666666666666663,30,2.0,1.0,1.246,0.016170450000000003,0.148848675,10.0,10.0,0.0,3.5,63.0,5.1375,-9.19463357,-9.19463357,112.75,1.695,2.08,5.75,10.8,-7.13790781375,-6.7148421725,7.96,0.8500000000000005
0.021541499999999998,1.6666666666666663,30,2.0,1.0,1.246,0.016170450000000003,0.148848675,10.0,10.0,0.0,3.5,63.25,5.0375,-9.19463357,-9.19463357,113.0,1.6625,2.0675,5.75,10.8,-6.974159700000001,-6.618982310000002,8.265,1.25
