BCCmagmom_arithmetic_average,NdUnfilled_arithmetic_average,num_electron,NdUnfilled_composition_average,heusler type_0,AtomicRadii_min_value,BCCmagmom_composition_average,GSmagmom_composition_average,Group_composition_average,Column_composition_average,heusler type_2,NUnfilled_composition_average,MendeleevNumber_composition_average,phi_composition_average,GSenergy_pa_max_value,GSenergy_pa_min_value,ElectronAffinity_composition_average,n_ws^third_composition_average,Electronegativity_composition_average,valence_composition_average,ICSDVolume_min_value,GSenergy_pa_composition_average,BCCenergy_pa_composition_average,Polarizability_composition_average,phi_difference
0.2728576333333333,4.333333333333333,15,4.333333333333333,0.0,1.24,0.2728576333333333,0.00011088467432943332,8.333333333333334,8.333333333333334,0.0,5.666666666666666,58.33333333333333,4.133333333333334,-9.020565250339999,-9.020565250339999,47.0,1.4566666666666668,1.6833333333333331,5.0,12.2,-6.9189464867799995,-6.8088681033333325,10.353333333333332,0.6500000000000004
0.2728576333333333,4.333333333333333,16,4.333333333333333,0.0,1.24,0.2728576333333333,0.00011088467432943332,8.666666666666668,8.666666666666668,0.0,5.333333333333333,59.33333333333333,4.6,-9.020565250339999,-9.020565250339999,30.56666666666667,1.5933333333333333,1.76,5.333333333333334,12.2,-7.398767137613333,-7.07157169,9.21,1.75
0.2728576333333333,4.333333333333333,16,4.333333333333333,0.0,1.24,0.2728576333333333,0.00011088467432943332,8.666666666666668,8.666666666666668,0.0,5.333333333333333,59.66666666666666,4.35,-9.020565250339999,-9.020565250339999,32.333333333333336,1.5233333333333334,1.7566666666666668,5.333333333333334,12.2,-7.148893828446669,-6.91554762,9.436666666666667,1.0
0.2728576333333333,4.333333333333333,16,4.333333333333333,0.0,1.24,0.2728576333333333,0.00011088467432943332,8.666666666666668,8.666666666666668,0.0,5.333333333333333,60.0,4.216666666666667,-9.020565250339999,-9.020565250339999,40.33333333333333,1.4633333333333334,1.7133333333333334,5.333333333333334,12.2,-6.9710515701133335,-6.807198,10.2,0.6500000000000004
0.2728576333333333,4.0,15,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.333333333333332,8.333333333333332,0.0,5.666666666666668,57.0,4.300000000000002,-9.020565250339999,-9.020565250339999,31.66666666666667,1.5466666666666669,1.596666666666667,5.0,12.2,-7.235083020113333,-7.153286193333333,9.533333333333337,0.25
0.2728576333333333,4.0,15,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.333333333333332,8.333333333333332,0.0,5.666666666666668,57.33333333333333,4.266666666666667,-9.020565250339999,-9.020565250339999,26.333333333333336,1.5200000000000002,1.6633333333333336,5.0,12.2,-6.990693747613332,-6.92935407,9.973333333333334,0.3500000000000005
0.2728576333333333,4.0,15,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.333333333333332,8.333333333333332,0.0,5.666666666666668,57.66666666666666,4.2,-9.020565250339999,-9.020565250339999,26.333333333333336,1.4733333333333334,1.653333333333333,5.0,12.2,-6.875542633446666,-6.82119219,10.483333333333334,0.5500000000000003
0.2728576333333333,4.0,16,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.666666666666668,8.666666666666668,0.0,5.333333333333333,58.66666666666666,4.466666666666667,-9.020565250339999,-9.020565250339999,61.2,1.5833333333333337,1.6933333333333334,5.333333333333333,12.2,-7.794914648446666,-7.570560613333333,9.11,0.4500000000000002
0.2728576333333333,4.0,16,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.666666666666668,8.666666666666668,0.0,5.333333333333333,59.0,4.416666666666667,-9.020565250339999,-9.020565250339999,56.66666666666667,1.5400000000000005,1.73,5.333333333333333,12.2,-7.525288495113332,-7.362678779999999,9.213333333333336,0.2999999999999998
0.2728576333333333,4.0,16,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.666666666666668,8.666666666666668,0.0,5.333333333333333,59.33333333333333,4.283333333333334,-9.020565250339999,-9.020565250339999,57.0,1.4966666666666668,1.7133333333333334,5.333333333333333,12.2,-7.30695767678,-7.23486563,9.62,0.2999999999999998
0.2728576333333333,4.0,17,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.0,9.0,0.0,5.0,60.33333333333333,4.75,-9.020565250339999,-9.020565250339999,40.56666666666667,1.6333333333333333,1.79,5.666666666666668,12.2,-7.786778327613332,-7.497569216666666,8.476666666666668,1.2999999999999998
0.2728576333333333,4.0,17,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.0,9.0,0.0,5.0,60.66666666666666,4.5,-9.020565250339999,-9.020565250339999,42.333333333333336,1.5633333333333337,1.7866666666666666,5.666666666666668,12.2,-7.536905018446666,-7.341545146666666,8.703333333333333,0.5499999999999998
0.2728576333333333,4.0,17,4.0,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.0,9.0,0.0,5.0,61.0,4.366666666666667,-9.020565250339999,-9.020565250339999,50.33333333333333,1.5033333333333334,1.7433333333333332,5.666666666666668,12.2,-7.359062760113332,-7.233195526666666,9.466666666666667,0.20000000000000015
0.2728576333333333,3.333333333333333,16,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.666666666666668,8.666666666666668,0.0,5.333333333333334,58.0,4.433333333333334,-9.020565250339999,-9.020565250339999,36.33333333333333,1.5766666666666669,1.606666666666667,5.333333333333334,12.0,-7.423901636779998,-7.341801823333332,9.266666666666666,0.4500000000000002
0.2728576333333333,3.333333333333333,16,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.666666666666668,8.666666666666668,0.0,5.333333333333334,58.33333333333333,4.4,-9.020565250339999,-9.020565250339999,31.0,1.55,1.6733333333333331,5.333333333333334,12.0,-7.17951236428,-7.1178697,9.706666666666667,0.5500000000000007
0.2728576333333333,3.333333333333333,16,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,8.666666666666668,8.666666666666668,0.0,5.333333333333334,58.66666666666666,4.333333333333333,-9.020565250339999,-9.020565250339999,31.0,1.5033333333333332,1.6633333333333336,5.333333333333334,12.0,-7.064361250113333,-7.00970782,10.216666666666667,0.7500000000000004
0.2728576333333333,3.333333333333333,17,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.0,9.0,0.0,5.0,59.66666666666666,4.6,-9.020565250339999,-9.020565250339999,65.86666666666666,1.6133333333333333,1.7033333333333334,5.666666666666668,12.0,-7.983733265113332,-7.7590762433333325,8.843333333333334,0.25
0.2728576333333333,3.333333333333333,17,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.0,9.0,0.0,5.0,60.0,4.55,-9.020565250339999,-9.020565250339999,61.33333333333333,1.57,1.74,5.666666666666668,12.0,-7.71410711178,-7.55119441,8.946666666666667,0.20000000000000015
0.2728576333333333,3.333333333333333,17,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.0,9.0,0.0,5.0,60.33333333333333,4.416666666666667,-9.020565250339999,-9.020565250339999,61.66666666666667,1.5266666666666666,1.7233333333333334,5.666666666666668,12.0,-7.495776293446666,-7.42338126,9.353333333333332,0.5
0.2728576333333333,3.333333333333333,18,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.333333333333334,9.333333333333334,0.0,4.666666666666667,61.33333333333333,4.883333333333333,-9.020565250339999,-9.020565250339999,45.23333333333333,1.663333333333333,1.8,6.000000000000001,12.0,-7.9755969442799985,-7.686084846666668,8.21,1.0999999999999996
0.2728576333333333,3.333333333333333,18,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.333333333333334,9.333333333333334,0.0,4.666666666666667,61.66666666666666,4.633333333333333,-9.020565250339999,-9.020565250339999,47.0,1.5933333333333333,1.7966666666666669,6.000000000000001,12.0,-7.725723635113332,-7.530060776666668,8.436666666666667,0.34999999999999964
0.2728576333333333,3.333333333333333,18,3.333333333333333,0.0,1.24,0.2728576333333333,0.00010337356321833333,9.333333333333334,9.333333333333334,0.0,4.666666666666667,62.0,4.5,-9.020565250339999,-9.020565250339999,55.0,1.5333333333333332,1.7533333333333334,6.000000000000001,12.0,-7.547881376779999,-7.421711156666666,9.2,0.25
0.40928645,2.5,17,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.0,9.0,0.0,5.0,59.0,4.366666666666667,-9.020565250339999,-9.020565250339999,15.0,1.5366666666666668,1.5700000000000005,5.666666666666668,12.2,-7.262184540226666,-7.1303362166666675,8.533333333333333,0.25
0.40928645,2.5,17,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.0,9.0,0.0,5.0,59.33333333333333,4.333333333333333,-9.020565250339999,-9.020565250339999,9.666666666666666,1.5100000000000002,1.6366666666666667,5.666666666666668,12.2,-7.017795267726668,-6.906404093333332,8.973333333333333,0.3500000000000005
0.40928645,2.5,17,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.0,9.0,0.0,5.0,59.66666666666666,4.266666666666667,-9.020565250339999,-9.020565250339999,9.666666666666666,1.4633333333333334,1.626666666666667,5.666666666666668,12.2,-6.902644153560001,-6.7982422133333325,9.483333333333334,0.5500000000000003
0.40928645,2.5,18,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.333333333333334,9.333333333333334,0.0,4.666666666666667,60.66666666666666,4.533333333333333,-9.020565250339999,-9.020565250339999,44.53333333333333,1.5733333333333337,1.6666666666666667,6.0,12.2,-7.82201616856,-7.5476106366666675,8.11,0.25
0.40928645,2.5,18,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.333333333333334,9.333333333333334,0.0,4.666666666666667,61.0,4.483333333333333,-9.020565250339999,-9.020565250339999,40.0,1.5300000000000002,1.7033333333333334,6.0,12.2,-7.552390015226668,-7.339728803333332,8.213333333333333,0.09999999999999963
0.40928645,2.5,18,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.333333333333334,9.333333333333334,0.0,4.666666666666667,61.33333333333333,4.3500000000000005,-9.020565250339999,-9.020565250339999,40.333333333333336,1.4866666666666668,1.6866666666666668,6.0,12.2,-7.334059196893333,-7.211915653333333,8.62,0.2999999999999998
0.40928645,2.5,19,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.666666666666668,9.666666666666668,0.0,4.333333333333334,62.33333333333333,4.816666666666666,-9.020565250339999,-9.020565250339999,23.9,1.6233333333333335,1.7633333333333334,6.333333333333334,12.2,-7.813879847726668,-7.47461924,7.4766666666666675,1.0999999999999996
0.40928645,2.5,19,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.666666666666668,9.666666666666668,0.0,4.333333333333334,62.66666666666666,4.566666666666666,-9.020565250339999,-9.020565250339999,25.66666666666667,1.5533333333333337,1.7600000000000002,6.333333333333334,12.2,-7.564006538560001,-7.31859517,7.703333333333332,0.34999999999999964
0.40928645,2.5,19,3.333333333333333,0.0,1.24,0.5457152666666667,0.00020674712643666666,9.666666666666668,9.666666666666668,0.0,4.333333333333334,63.0,4.433333333333334,-9.020565250339999,-9.020565250339999,33.666666666666664,1.4933333333333334,1.7166666666666668,6.333333333333334,12.2,-7.3861642802266685,-7.21024555,8.466666666666667,0.049999999999999815
0.9764119000000001,3.0,18,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.333333333333332,9.333333333333332,0.0,4.666666666666667,60.0,4.526666666666667,-9.020565250339999,-9.020565250339999,23.0,1.59,1.6633333333333336,5.333333333333334,11.7,-7.01715757678,-6.93536075,8.2,0.7299999999999995
0.9764119000000001,3.0,18,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.333333333333332,9.333333333333332,0.0,4.666666666666667,60.33333333333333,4.493333333333333,-9.020565250339999,-9.020565250339999,17.666666666666664,1.5633333333333337,1.73,5.333333333333334,11.7,-6.7727683042799995,-6.711428626666668,8.64,0.8300000000000001
0.9764119000000001,3.0,18,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.333333333333332,9.333333333333332,0.0,4.666666666666667,60.66666666666666,4.426666666666667,-9.020565250339999,-9.020565250339999,17.666666666666664,1.5166666666666666,1.7200000000000002,5.333333333333334,11.7,-6.657617190113332,-6.603266746666668,9.15,1.0299999999999998
0.9764119000000001,3.0,19,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.666666666666668,9.666666666666668,0.0,4.333333333333333,61.66666666666666,4.693333333333333,-9.020565250339999,-9.020565250339999,52.53333333333333,1.6266666666666667,1.76,5.666666666666668,11.7,-7.576989205113334,-7.35263517,7.776666666666667,0.4799999999999995
0.9764119000000001,3.0,19,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.666666666666668,9.666666666666668,0.0,4.333333333333333,62.0,4.6433333333333335,-9.020565250339999,-9.020565250339999,48.0,1.5833333333333337,1.7966666666666666,5.666666666666668,11.7,-7.3073630517799995,-7.144753336666668,7.88,0.4799999999999995
0.9764119000000001,3.0,19,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.666666666666668,9.666666666666668,0.0,4.333333333333333,62.33333333333333,4.510000000000002,-9.020565250339999,-9.020565250339999,48.33333333333334,1.54,1.78,5.666666666666668,11.7,-7.089032233446669,-7.016940186666668,8.286666666666667,0.7799999999999994
0.9764119000000001,3.0,20,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,10.0,10.0,0.0,4.0,63.33333333333333,4.976666666666667,-9.020565250339999,-9.020565250339999,31.9,1.6766666666666667,1.856666666666667,6.000000000000001,11.7,-7.56885288428,-7.279643773333333,7.1433333333333335,1.0999999999999996
0.9764119000000001,3.0,20,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,10.0,10.0,0.0,4.0,63.66666666666666,4.726666666666667,-9.020565250339999,-9.020565250339999,33.66666666666667,1.606666666666667,1.8533333333333333,6.000000000000001,11.7,-7.318979575113333,-7.1236197033333335,7.37,0.4799999999999995
0.9764119000000001,3.0,20,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,10.0,10.0,0.0,4.0,64.0,4.593333333333334,-9.020565250339999,-9.020565250339999,41.66666666666666,1.5466666666666666,1.81,6.000000000000001,11.7,-7.14113731678,-7.015270083333332,8.133333333333333,0.5299999999999994
0.2943800333333333,2.333333333333333,20,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.0,10.0,0.0,4.0,62.0,4.616666666666667,-9.020565250339999,-9.020565250339999,52.0,1.5833333333333337,1.69,4.333333333333334,10.8,-6.104104313446666,-5.986578976666666,7.666666666666668,1.0
0.2943800333333333,2.333333333333333,20,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.0,10.0,0.0,4.0,62.33333333333333,4.583333333333333,-9.020565250339999,-9.020565250339999,46.66666666666666,1.5566666666666669,1.7566666666666668,4.333333333333334,10.8,-5.859715040946669,-5.762646853333332,8.106666666666667,1.1000000000000003
0.2943800333333333,2.333333333333333,20,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.0,10.0,0.0,4.0,62.66666666666666,4.516666666666667,-9.020565250339999,-9.020565250339999,46.66666666666666,1.51,1.7466666666666666,4.333333333333334,10.8,-5.74456392678,-5.654484973333332,8.616666666666667,1.3000000000000005
0.2943800333333333,2.333333333333333,21,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.333333333333334,10.333333333333334,0.0,3.666666666666667,63.66666666666666,4.783333333333333,-9.020565250339999,-9.020565250339999,81.53333333333333,1.62,1.7866666666666666,4.666666666666667,10.8,-6.66393594178,-6.403853396666666,7.243333333333334,0.75
0.2943800333333333,2.333333333333333,21,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.333333333333334,10.333333333333334,0.0,3.666666666666667,64.0,4.733333333333333,-9.020565250339999,-9.020565250339999,77.0,1.5766666666666669,1.8233333333333333,4.666666666666667,10.8,-6.394309788446669,-6.195971563333332,7.346666666666668,0.75
0.2943800333333333,2.333333333333333,21,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.333333333333334,10.333333333333334,0.0,3.666666666666667,64.33333333333333,4.6000000000000005,-9.020565250339999,-9.020565250339999,77.33333333333334,1.5333333333333334,1.8066666666666664,4.666666666666667,10.8,-6.1759789701133325,-6.068158413333332,7.753333333333334,1.0499999999999998
0.2943800333333333,2.333333333333333,22,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.666666666666668,10.666666666666668,0.0,3.333333333333333,65.33333333333333,5.066666666666666,-9.020565250339999,-9.020565250339999,60.90000000000001,1.67,1.8833333333333333,5.0,10.8,-6.6557996209466666,-6.330862000000001,6.61,1.0999999999999996
0.2943800333333333,2.333333333333333,22,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.666666666666668,10.666666666666668,0.0,3.333333333333333,65.66666666666666,4.816666666666666,-9.020565250339999,-9.020565250339999,62.66666666666667,1.6,1.88,5.0,10.8,-6.40592631178,-6.17483793,6.836666666666668,0.75
0.2943800333333333,2.333333333333333,22,2.333333333333333,0.0,1.24,0.2943800333333333,0.19856827356321835,10.666666666666668,10.666666666666668,0.0,3.333333333333333,66.0,4.683333333333334,-9.020565250339999,-9.020565250339999,70.66666666666666,1.54,1.8366666666666664,5.0,10.8,-6.228084053446668,-6.06648831,7.6,0.7999999999999998
0.7035542666666667,4.0,15,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,8.333333333333332,8.333333333333332,0.0,5.666666666666668,57.0,4.3100000000000005,-8.28548436,-8.28548436,29.66666666666667,1.56,1.66,4.333333333333333,11.7,-6.602044866666668,-6.532313200000001,9.933333333333334,1.13
0.7035542666666667,4.0,15,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,8.333333333333332,8.333333333333332,0.0,5.666666666666668,57.33333333333333,4.276666666666666,-8.28548436,-8.28548436,24.333333333333336,1.5333333333333334,1.7266666666666666,4.333333333333333,11.7,-6.357655594166667,-6.3083810766666675,10.373333333333333,1.13
0.7035542666666667,4.0,15,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,8.333333333333332,8.333333333333332,0.0,5.666666666666668,57.66666666666666,4.21,-8.28548436,-8.28548436,24.333333333333336,1.4866666666666666,1.7166666666666668,4.333333333333333,11.7,-6.24250448,-6.2002191966666675,10.883333333333333,1.13
0.7035542666666667,4.0,16,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,8.666666666666668,8.666666666666668,0.0,5.333333333333333,58.66666666666666,4.476666666666667,-8.28548436,-8.28548436,59.2,1.596666666666667,1.7566666666666666,4.666666666666666,11.7,-7.1618764950000005,-6.94958762,9.51,1.13
0.7035542666666667,4.0,16,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,8.666666666666668,8.666666666666668,0.0,5.333333333333333,59.0,4.426666666666667,-8.28548436,-8.28548436,54.66666666666667,1.5533333333333337,1.7933333333333332,4.666666666666666,11.7,-6.892250341666667,-6.7417057866666665,9.613333333333333,1.13
0.7035542666666667,4.0,16,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,8.666666666666668,8.666666666666668,0.0,5.333333333333333,59.33333333333333,4.293333333333334,-8.28548436,-8.28548436,55.0,1.51,1.7766666666666666,4.666666666666666,11.7,-6.673919523333334,-6.613892636666668,10.02,1.13
0.7035542666666667,4.0,17,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,9.0,9.0,0.0,5.0,60.33333333333333,4.76,-8.28548436,-8.28548436,38.56666666666667,1.6466666666666665,1.8533333333333333,5.0,11.7,-7.153740174166668,-6.876596223333332,8.876666666666663,1.75
0.7035542666666667,4.0,17,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,9.0,9.0,0.0,5.0,60.66666666666666,4.51,-8.28548436,-8.28548436,40.333333333333336,1.5766666666666669,1.85,5.0,11.7,-6.903866865,-6.7205721533333325,9.103333333333332,1.13
0.7035542666666667,4.0,17,4.0,0.0,1.2409999999999999,0.7035542666666667,0.7035617777777777,9.0,9.0,0.0,5.0,61.0,4.376666666666667,-8.28548436,-8.28548436,48.33333333333333,1.5166666666666666,1.8066666666666664,5.0,11.7,-6.726024606666668,-6.612222533333332,9.866666666666664,1.13
0.7035542666666667,3.666666666666667,16,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,8.666666666666666,8.666666666666666,0.0,5.333333333333334,58.0,4.46,-8.28548436,-8.28548436,39.66666666666667,1.6,1.69,4.666666666666667,11.7,-6.990056056666666,-6.958310726666666,9.2,0.7299999999999995
0.7035542666666667,3.666666666666667,16,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,8.666666666666666,8.666666666666666,0.0,5.333333333333334,58.33333333333333,4.426666666666667,-8.28548436,-8.28548436,34.333333333333336,1.5733333333333337,1.7566666666666668,4.666666666666667,11.7,-6.7456667841666675,-6.734378603333332,9.64,0.8300000000000001
0.7035542666666667,3.666666666666667,16,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,8.666666666666666,8.666666666666666,0.0,5.333333333333334,58.66666666666666,4.36,-8.28548436,-8.28548436,34.333333333333336,1.5266666666666666,1.7466666666666666,4.666666666666667,11.7,-6.6305156699999985,-6.626216723333332,10.15,1.0299999999999998
0.7035542666666667,3.666666666666667,17,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.0,9.0,0.0,5.0,59.66666666666666,4.626666666666667,-8.28548436,-8.28548436,69.2,1.6366666666666667,1.7866666666666666,5.0,11.7,-7.549887685,-7.375585146666666,8.776666666666667,0.6799999999999997
0.7035542666666667,3.666666666666667,17,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.0,9.0,0.0,5.0,60.0,4.576666666666666,-8.28548436,-8.28548436,64.66666666666667,1.5933333333333335,1.8233333333333333,5.0,11.7,-7.2802615316666675,-7.167703313333332,8.88,0.6799999999999997
0.7035542666666667,3.666666666666667,17,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.0,9.0,0.0,5.0,60.33333333333333,4.443333333333333,-8.28548436,-8.28548436,65.0,1.55,1.8066666666666664,5.0,11.7,-7.061930713333332,-7.039890163333332,9.286666666666667,0.7799999999999994
0.7035542666666667,3.666666666666667,18,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.333333333333332,9.333333333333332,0.0,4.666666666666667,61.33333333333333,4.91,-8.28548436,-8.28548436,48.56666666666667,1.6866666666666663,1.8833333333333333,5.333333333333334,11.7,-7.541751364166666,-7.30259375,8.143333333333334,1.2999999999999998
0.7035542666666667,3.666666666666667,18,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.333333333333332,9.333333333333332,0.0,4.666666666666667,61.66666666666666,4.66,-8.28548436,-8.28548436,50.33333333333334,1.6166666666666667,1.88,5.333333333333334,11.7,-7.291878055,-7.14656968,8.370000000000001,0.6799999999999997
0.7035542666666667,3.666666666666667,18,3.666666666666667,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.333333333333332,9.333333333333332,0.0,4.666666666666667,62.0,4.526666666666667,-8.28548436,-8.28548436,58.33333333333333,1.5566666666666666,1.8366666666666664,5.333333333333334,11.7,-7.114035796666666,-7.03822006,9.133333333333333,0.6799999999999997
0.7035542666666667,3.0,17,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.0,9.0,0.0,5.0,59.0,4.593333333333334,-8.28548436,-8.28548436,44.33333333333333,1.63,1.7000000000000002,5.0,11.7,-7.1788746733333335,-7.146826356666668,8.933333333333334,0.7299999999999995
0.7035542666666667,3.0,17,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.0,9.0,0.0,5.0,59.33333333333333,4.56,-8.28548436,-8.28548436,39.0,1.6033333333333333,1.7666666666666666,5.0,11.7,-6.934485400833334,-6.9228942333333325,9.373333333333333,0.8300000000000001
0.7035542666666667,3.0,17,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.0,9.0,0.0,5.0,59.66666666666666,4.493333333333333,-8.28548436,-8.28548436,39.0,1.5566666666666664,1.7566666666666668,5.0,11.7,-6.819334286666668,-6.8147323533333335,9.883333333333333,1.0299999999999998
0.7035542666666667,3.0,18,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.333333333333332,9.333333333333332,0.0,4.666666666666666,60.66666666666666,4.76,-8.28548436,-8.28548436,73.86666666666666,1.6666666666666663,1.7966666666666666,5.333333333333333,11.7,-7.738706301666667,-7.564100776666668,8.51,0.27999999999999936
0.7035542666666667,3.0,18,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.333333333333332,9.333333333333332,0.0,4.666666666666666,61.0,4.71,-8.28548436,-8.28548436,69.33333333333333,1.6233333333333333,1.8333333333333333,5.333333333333333,11.7,-7.469080148333334,-7.3562189433333325,8.613333333333333,0.3799999999999999
0.7035542666666667,3.0,18,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.333333333333332,9.333333333333332,0.0,4.666666666666666,61.33333333333333,4.576666666666667,-8.28548436,-8.28548436,69.66666666666667,1.5799999999999998,1.8166666666666669,5.333333333333333,11.7,-7.25074933,-7.228405793333334,9.02,0.7799999999999994
0.7035542666666667,3.0,19,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.666666666666666,9.666666666666666,0.0,4.333333333333333,62.33333333333333,5.043333333333333,-8.28548436,-8.28548436,53.23333333333333,1.7166666666666663,1.893333333333333,5.666666666666668,11.7,-7.730569980833334,-7.49110938,7.876666666666668,0.8999999999999995
0.7035542666666667,3.0,19,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.666666666666666,9.666666666666666,0.0,4.333333333333333,62.66666666666666,4.793333333333333,-8.28548436,-8.28548436,55.0,1.6466666666666665,1.89,5.666666666666668,11.7,-7.480696671666667,-7.33508531,8.103333333333332,0.27999999999999936
0.7035542666666667,3.0,19,3.0,0.0,1.2409999999999999,0.7035542666666667,0.7035542666666667,9.666666666666666,9.666666666666666,0.0,4.333333333333333,63.0,4.66,-8.28548436,-8.28548436,63.0,1.5866666666666664,1.846666666666667,5.666666666666668,11.7,-7.302854413333334,-7.22673569,8.866666666666667,0.5299999999999994
0.9764119000000001,3.0,18,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.333333333333332,9.333333333333332,0.0,4.666666666666667,60.0,4.526666666666667,-8.28548436,-8.28548436,23.0,1.59,1.6633333333333336,5.333333333333334,11.7,-7.01715757678,-6.93536075,8.2,0.7299999999999995
0.9764119000000001,3.0,18,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.333333333333332,9.333333333333332,0.0,4.666666666666667,60.33333333333333,4.493333333333333,-8.28548436,-8.28548436,17.666666666666664,1.5633333333333337,1.73,5.333333333333334,11.7,-6.7727683042799995,-6.711428626666668,8.64,0.8300000000000001
0.9764119000000001,3.0,18,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.333333333333332,9.333333333333332,0.0,4.666666666666667,60.66666666666666,4.426666666666667,-8.28548436,-8.28548436,17.666666666666664,1.5166666666666666,1.7200000000000002,5.333333333333334,11.7,-6.657617190113332,-6.603266746666668,9.15,1.0299999999999998
0.9764119000000001,3.0,19,3.0,0.0,1.24,0.9764119000000001,0.703657640229885,9.666666666666668,9.666666666666668,0.0,4.333333333333333,61.66666666666666,4.693333333333333,-8.28548436,-8.28548436,52.53333333333333,1.6266666666666667,1.76,5.666666666666668,11.7,-7.576989205113334,-7.35263517,7.776666666666667,0.4799999999999995
